relative_file_path,is_test,class,binary_class,source,hue_mean,hue_std,saturation_mean,saturation_std,value_mean,value_std
/Testing/Chronic otitis media/o1.jpg,True,Chronic otitis media,1,Chile,121.703164160401,55.21738484377527,43.91205513784461,27.582662683990726,129.25809523809525,55.85422826805058
/Testing/Chronic otitis media/o10.jpg,True,Chronic otitis media,1,Chile,105.28721804511278,79.91513143711649,83.64838345864662,35.61306133622426,132.8125313283208,63.75018103750122
/Testing/Chronic otitis media/o11.jpg,True,Chronic otitis media,1,Chile,86.14341478696741,71.46587169349198,56.78236215538847,27.79961609576382,117.71189849624061,62.48191256093963
/Testing/Chronic otitis media/o12.jpg,True,Chronic otitis media,1,Chile,136.77459273182959,65.39138021444741,67.77315162907269,22.489690753599692,126.99244360902256,63.940989148408505
/Testing/Chronic otitis media/o13.jpg,True,Chronic otitis media,1,Chile,104.5350313283208,71.93215649986327,58.437124060150374,31.72240843618479,144.17377819548872,65.76491774800552
/Testing/Chronic otitis media/o14.jpg,True,Chronic otitis media,1,Chile,105.87279448621554,74.44157434988591,43.470538847117794,25.138047114726813,121.91105263157895,56.70350155295218
/Testing/Chronic otitis media/o15.jpg,True,Chronic otitis media,1,Chile,86.86818295739349,80.45836696542796,68.91690476190476,27.509135187066555,125.48163533834587,54.47439755108576
/Testing/Chronic otitis media/o16.jpg,True,Chronic otitis media,1,Chile,118.49582080200501,73.9811741621068,58.93411654135338,26.361896516398538,112.79011278195489,55.836886237047054
/Testing/Chronic otitis media/o17.jpg,True,Chronic otitis media,1,Chile,135.39768796992482,64.63575052967371,93.69567042606516,36.272526093099565,121.60934837092732,63.99323642853153
/Testing/Chronic otitis media/o18.jpg,True,Chronic otitis media,1,Chile,108.98364661654135,80.01724670445013,88.51307644110275,23.690729856570776,130.24790100250627,55.49818173074475
/Testing/Chronic otitis media/o19.jpg,True,Chronic otitis media,1,Chile,51.352130325814535,66.75396763271702,72.55518170426065,29.70534516582189,127.73784461152883,58.732385372934594
/Testing/Chronic otitis media/o2.jpg,True,Chronic otitis media,1,Chile,136.6400313283208,63.52647546860033,94.26581453634086,36.14138442902826,121.2884335839599,64.04176201712536
/Testing/Chronic otitis media/o20.jpg,True,Chronic otitis media,1,Chile,88.87480576441102,72.69394194033246,54.70410401002506,26.628920494755302,115.53193609022557,55.214082623328665
/Testing/Chronic otitis media/o21.jpg,True,Chronic otitis media,1,Chile,136.67534461152883,65.40409980888865,65.51998746867167,22.14911108384159,127.02231829573935,64.01296266469566
/Testing/Chronic otitis media/o22.jpg,True,Chronic otitis media,1,Chile,92.49649749373434,76.30412102223285,70.70848997493734,23.97434385982853,126.54315789473684,56.72220874105477
/Testing/Chronic otitis media/o23.jpg,True,Chronic otitis media,1,Chile,92.4725939849624,69.84972924053108,54.81956140350877,33.8074728997567,119.6035902255639,58.92148302016629
/Testing/Chronic otitis media/o24.jpg,True,Chronic otitis media,1,Chile,63.29934837092732,69.16521457238133,75.37511904761905,52.2245067376979,128.4370426065163,61.86233996982367
/Testing/Chronic otitis media/o25.jpg,True,Chronic otitis media,1,Chile,103.92055764411027,71.07654764408804,73.81698621553885,34.242043086337986,134.1300939849624,62.398224394891855
/Testing/Chronic otitis media/o26.jpg,True,Chronic otitis media,1,Chile,101.72352130325814,72.23995260596939,59.65859649122807,31.733842375528287,141.95911027568923,65.68321193833864
/Testing/Chronic otitis media/o27.jpg,True,Chronic otitis media,1,Chile,104.71748746867168,72.20490852074526,47.32634085213033,25.50489103212385,111.40438596491228,55.3762073607932
/Testing/Chronic otitis media/o28.jpg,True,Chronic otitis media,1,Chile,134.69885338345864,70.25397985453965,86.65857142857143,35.90212964081868,153.96413533834587,69.29684452480116
/Testing/Chronic otitis media/o29.jpg,True,Chronic otitis media,1,Chile,123.26275689223057,72.79860721159724,56.03920426065163,24.93464687247484,115.5943671679198,69.84719989328747
/Testing/Chronic otitis media/o3.jpg,True,Chronic otitis media,1,Chile,155.52823934837093,47.276577885611516,107.0871679197995,40.17437253736892,144.9413596491228,63.342736219201285
/Testing/Chronic otitis media/o30.jpg,True,Chronic otitis media,1,Chile,127.24969298245614,63.17390825920803,74.92892230576442,48.124867326877414,119.60682330827068,58.23475225958892
/Testing/Chronic otitis media/o31.jpg,True,Chronic otitis media,1,Chile,72.39815789473684,74.64603475991592,59.49585839598998,32.66928988582563,123.88976190476191,54.96894534940174
/Testing/Chronic otitis media/o32.jpg,True,Chronic otitis media,1,Chile,57.716491228070176,73.19327282398304,75.41293233082706,29.181391282216943,140.75021303258146,60.54405012028142
/Testing/Chronic otitis media/o33.jpg,True,Chronic otitis media,1,Chile,68.14448621553885,75.77556187761896,54.28044486215539,33.76031955556445,125.02368421052631,65.43553843046405
/Testing/Chronic otitis media/o34.jpg,True,Chronic otitis media,1,Chile,81.83833333333334,79.82364116256718,80.68858395989974,51.33330530057995,129.11318922305765,62.4631497498402
/Testing/Chronic otitis media/o35.jpg,True,Chronic otitis media,1,Chile,114.4349060150376,77.94501233713919,87.27525062656642,23.381794140804313,131.82595864661653,55.02315693033019
/Testing/Chronic otitis media/o36.jpg,True,Chronic otitis media,1,Chile,163.09524436090226,29.989147493032107,105.08988095238095,32.534592892759655,145.95818922305764,61.93397426210458
/Testing/Chronic otitis media/o37.jpg,True,Chronic otitis media,1,Chile,74.86984962406015,78.39204414154007,63.5681015037594,32.60557517681985,119.52320175438597,60.31371806638915
/Testing/Chronic otitis media/o38.jpg,True,Chronic otitis media,1,Chile,135.3984649122807,64.6333131350733,93.7031015037594,36.28114067012691,121.60807644110275,63.99459513662794
/Testing/Chronic otitis media/o39.jpg,True,Chronic otitis media,1,Chile,96.95598997493734,82.18779449754584,53.3509962406015,32.03667663803489,127.8572305764411,61.0539860769892
/Testing/Chronic otitis media/o4.jpg,True,Chronic otitis media,1,Chile,81.83482456140351,79.8195255839253,80.68744360902255,51.33445583739548,129.11389724310777,62.46281458085982
/Testing/Chronic otitis media/o40.jpg,True,Chronic otitis media,1,Chile,152.90775689223057,46.98636900380205,94.8314097744361,34.68177574121479,151.47977443609022,59.35187310905302
/Testing/Chronic otitis media/o5.jpg,True,Chronic otitis media,1,Chile,141.98640977443608,61.2857243535667,87.21685463659148,39.77336836640123,132.63575187969926,64.9105831278968
/Testing/Chronic otitis media/o6.jpg,True,Chronic otitis media,1,Chile,110.51825187969925,63.448021215733725,40.5543671679198,27.479308033966007,129.2574373433584,56.02140197413018
/Testing/Chronic otitis media/o7.jpg,True,Chronic otitis media,1,Chile,71.18387218045113,66.1906967320816,54.92081453634085,39.74652088730284,126.41032581453634,64.19898404589767
/Testing/Chronic otitis media/o8.jpg,True,Chronic otitis media,1,Chile,102.21217418546365,80.23596333902951,72.98199874686716,32.52016159693437,142.13464285714286,55.8040828437117
/Testing/Chronic otitis media/o9.jpg,True,Chronic otitis media,1,Chile,89.3390350877193,80.59584973842585,47.547487468671676,24.798054800380516,134.2577192982456,58.77602860143577
/Testing/Earwax plug/e1.jpg,True,Earwax plug,1,Chile,94.61661654135338,67.83431946163302,74.72295112781956,60.18974970446657,99.93176065162908,72.00492855091177
/Testing/Earwax plug/e10.jpg,True,Earwax plug,1,Chile,78.01882205513785,73.16312838447672,88.46184210526316,54.905512002309216,146.19984962406016,62.52037740973805
/Testing/Earwax plug/e11.jpg,True,Earwax plug,1,Chile,66.64204887218045,67.77696762850124,57.01552005012531,51.40451684297669,145.1153320802005,64.59891174789658
/Testing/Earwax plug/e12.jpg,True,Earwax plug,1,Chile,52.21731829573935,62.13566976358156,87.49221177944862,55.47561716416162,144.31273182957395,71.79367981905277
/Testing/Earwax plug/e13.jpg,True,Earwax plug,1,Chile,98.63259398496241,69.50692362179814,47.40060776942356,30.784298611207625,116.66231203007519,58.308236096280005
/Testing/Earwax plug/e14.jpg,True,Earwax plug,1,Chile,55.194411027568925,68.28345379003039,88.54783208020051,75.76903049906865,149.93340852130325,60.6589346679337
/Testing/Earwax plug/e15.jpg,True,Earwax plug,1,Chile,87.83084586466165,66.54729235634764,74.15315789473684,57.15744262053658,128.65072055137844,65.39409546673066
/Testing/Earwax plug/e16.jpg,True,Earwax plug,1,Chile,95.4015664160401,74.09218677028964,56.96162280701754,39.51038932083296,136.57423558897244,63.83876857983015
/Testing/Earwax plug/e17.jpg,True,Earwax plug,1,Chile,52.196284461152885,37.392247698542505,65.17561403508772,49.727589371224155,112.44943609022556,58.8817582390004
/Testing/Earwax plug/e18.jpg,True,Earwax plug,1,Chile,96.63144736842105,66.8837019666021,72.97430451127819,36.46381232352726,129.82577067669172,59.51695858897485
/Testing/Earwax plug/e19.jpg,True,Earwax plug,1,Chile,48.37605263157895,39.25631472861937,49.594956140350874,49.927226045762275,113.28555764411027,58.764717492682614
/Testing/Earwax plug/e2.jpg,True,Earwax plug,1,Chile,69.69162280701754,44.288159678602305,55.57251253132832,49.405405222921424,111.15899749373433,68.90689176220559
/Testing/Earwax plug/e20.jpg,True,Earwax plug,1,Chile,66.5774373433584,55.42998151339804,74.41833959899749,66.42436347763132,118.70306390977444,71.5198121289011
/Testing/Earwax plug/e21.jpg,True,Earwax plug,1,Chile,72.61031328320801,56.95712485353392,65.74691729323308,65.26999225519458,124.97582706766917,63.89921638225177
/Testing/Earwax plug/e22.jpg,True,Earwax plug,1,Chile,77.75464912280702,54.27048696416878,39.011591478696744,33.60950312373106,113.11913533834587,57.420095333642045
/Testing/Earwax plug/e23.jpg,True,Earwax plug,1,Chile,62.51576441102757,48.40539155852861,62.906447368421055,58.37152731888391,110.64672305764411,62.742521955343705
/Testing/Earwax plug/e24.jpg,True,Earwax plug,1,Chile,93.42397869674186,61.55962173193558,62.457005012531326,55.1333947948654,106.4414223057644,65.63416544694459
/Testing/Earwax plug/e25.jpg,True,Earwax plug,1,Chile,77.71276315789474,76.5524566330201,80.11458020050125,45.39389399444772,131.06394736842105,61.419195104425015
/Testing/Earwax plug/e26.jpg,True,Earwax plug,1,Chile,32.69322681704261,42.31086124373562,128.68399122807017,79.81221801655263,147.3864223057644,62.05964060754742
/Testing/Earwax plug/e27.jpg,True,Earwax plug,1,Chile,79.87004385964913,59.81179471341904,52.784749373433584,54.1187991279136,114.94588972431077,61.34727346673507
/Testing/Earwax plug/e28.jpg,True,Earwax plug,1,Chile,80.14243107769424,52.76109869442868,53.33549498746867,50.85462319205221,126.90581453634086,58.31096174326273
/Testing/Earwax plug/e29.jpg,True,Earwax plug,1,Chile,76.7731328320802,52.646080189870695,54.05764411027569,51.9155222606172,125.70713032581453,58.03050806646179
/Testing/Earwax plug/e3.jpg,True,Earwax plug,1,Chile,89.91651002506266,79.30312054339555,83.39412907268171,41.47162564576699,135.47188596491227,60.66345428502656
/Testing/Earwax plug/e30.jpg,True,Earwax plug,1,Chile,56.34916040100251,45.133393399968575,50.07523809523809,44.35937896472733,113.28320175438597,54.53047264733959
/Testing/Earwax plug/e31.jpg,True,Earwax plug,1,Chile,67.31872807017544,44.95130013242361,77.73872807017544,74.32057636728305,130.1042731829574,71.29047039899395
